state,station,MRI (yrs),R-squared,min wind threshold,coeff a,coeff b,coeff c,coeff d,min wind threshold,coeff a,coeff b,coeff c,coeff d
GA, KPDK,   1, 0.989,   0, -1.2049e-06,  3.4616e-05, -1.8955e-03,  1.2907e-01,    ,            ,            ,            ,            
GA, KPDK,   5, 0.989,   0, -1.0901e-06,  6.2730e-05, -3.0151e-03,  1.7499e-01,    ,            ,            ,            ,            
GA, KPDK,  10, 0.989,   0, -1.0145e-06,  6.7846e-05, -3.3316e-03,  1.9413e-01,    ,            ,            ,            ,            
GA, KPDK,  25, 0.990,   0, -9.0707e-07,  7.0777e-05, -3.6465e-03,  2.1898e-01,    ,            ,            ,            ,            
GA, KPDK,  50, 0.990,   0, -8.1870e-07,  7.0309e-05, -3.8120e-03,  2.3746e-01,    ,            ,            ,            ,            
GA, KPDK, 100, 0.990,   0, -7.3996e-07,  6.9263e-05, -3.9511e-03,  2.5580e-01,    ,            ,            ,            ,            
GA, KPDK, 500, 0.989,   0, -5.5216e-07,  6.1416e-05, -4.1154e-03,  2.9765e-01,    ,            ,            ,            ,            
GA, KSAV,   1, 0.996,   0, -1.2971e-06,  1.1219e-05, -1.1406e-03,  1.2954e-01,    ,            ,            ,            ,            
GA, KSAV,   5, 0.994,   0, -8.4966e-07,  1.9785e-05, -1.7519e-03,  1.7440e-01,    ,            ,            ,            ,            
GA, KSAV,  10, 0.994,   0, -7.3958e-07,  2.2077e-05, -1.9383e-03,  1.9337e-01,    ,            ,            ,            ,            
GA, KSAV,  25, 0.994,   0, -6.2414e-07,  2.3679e-05, -2.1262e-03,  2.1818e-01,    ,            ,            ,            ,            
GA, KSAV,  50, 0.994,   0, -5.4932e-07,  2.3821e-05, -2.2292e-03,  2.3678e-01,    ,            ,            ,            ,            
GA, KSAV, 100, 0.994,   0, -4.8017e-07,  2.3033e-05, -2.3010e-03,  2.5523e-01,    ,            ,            ,            ,            
GA, KSAV, 500, 0.994,   0, -3.3749e-07,  1.8552e-05, -2.3750e-03,  2.9762e-01,    ,            ,            ,            ,            
GA, KSSI,   1, 0.994,   0, -9.8624e-07, -1.2704e-05, -6.2032e-05,  1.0995e-01,    ,            ,            ,            ,            
GA, KSSI,   5, 0.994,   0, -3.4960e-07, -2.7015e-05, -4.9871e-05,  1.4662e-01,    ,            ,            ,            ,            
GA, KSSI,  10, 0.994,   0, -2.2346e-07, -2.9704e-05, -4.6117e-05,  1.6228e-01,    ,            ,            ,            ,            
GA, KSSI,  25, 0.995,   0, -1.1150e-07, -3.2237e-05, -3.2020e-05,  1.8288e-01,    ,            ,            ,            ,            
GA, KSSI,  50, 0.995,   0, -5.1359e-08, -3.3817e-05, -1.3159e-05,  1.9839e-01,    ,            ,            ,            ,            
GA, KSSI, 100, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.1387e-01,   0, -4.4946e-09, -3.5289e-05,  1.2613e-05,  2.1387e-01
GA, KSSI, 500, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.4974e-01,   1,  6.7029e-08, -3.8004e-05,  8.2137e-05,  2.4970e-01
LA, KASD,   1, 0.991,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2885e-01,   2,  7.4094e-08, -7.6829e-05,  2.5239e-04,  1.2865e-01
LA, KASD,   5, 0.992,   0,  1.5935e-07, -5.9716e-05, -3.0806e-04,  1.7266e-01,    ,            ,            ,            ,            
LA, KASD,  10, 0.992,   0,  1.8528e-07, -5.6149e-05, -4.5350e-04,  1.9124e-01,    ,            ,            ,            ,            
LA, KASD,  25, 0.992,   0,  2.1240e-07, -5.3231e-05, -5.9416e-04,  2.1559e-01,    ,            ,            ,            ,            
LA, KASD,  50, 0.992,   0,  2.2816e-07, -5.1938e-05, -6.7007e-04,  2.3386e-01,    ,            ,            ,            ,            
LA, KASD, 100, 0.993,   0,  2.4093e-07, -5.1139e-05, -7.3074e-04,  2.5207e-01,    ,            ,            ,            ,            
LA, KASD, 500, 0.993,   0,  2.5826e-07, -5.0136e-05, -8.4017e-04,  2.9422e-01,    ,            ,            ,            ,            
LA, KBTR,   1, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3656e-01,   0,  5.2186e-07, -8.9290e-05,  3.3598e-05,  1.3656e-01
LA, KBTR,   5, 0.995,   0,  3.0397e-07, -5.3179e-05, -1.1041e-03,  1.8419e-01,    ,            ,            ,            ,            
LA, KBTR,  10, 0.996,   0,  2.4901e-07, -4.3570e-05, -1.4670e-03,  2.0430e-01,    ,            ,            ,            ,            
LA, KBTR,  25, 0.996,   0,  1.9389e-07, -3.3737e-05, -1.8775e-03,  2.3062e-01,    ,            ,            ,            ,            
LA, KBTR,  50, 0.996,   0,  1.6125e-07, -2.7783e-05, -2.1506e-03,  2.5039e-01,    ,            ,            ,            ,            
LA, KBTR, 100, 0.996,   0,  1.3431e-07, -2.2751e-05, -2.3998e-03,  2.7006e-01,    ,            ,            ,            ,            
LA, KBTR, 500, 0.997,   0,  8.7475e-08, -1.3576e-05, -2.9124e-03,  3.1544e-01,    ,            ,            ,            ,            
LA, KDTN,   1, 0.996,   0, -1.3385e-06,  3.1865e-05, -1.1957e-03,  1.1013e-01,    ,            ,            ,            ,            
LA, KDTN,   5, 0.997,   0, -8.8769e-07,  3.2413e-05, -1.5424e-03,  1.4781e-01,    ,            ,            ,            ,            
LA, KDTN,  10, 0.997,   0, -7.6727e-07,  3.1994e-05, -1.6322e-03,  1.6370e-01,    ,            ,            ,            ,            
LA, KDTN,  25, 0.997,   0, -6.4141e-07,  3.0863e-05, -1.7122e-03,  1.8450e-01,    ,            ,            ,            ,            
LA, KDTN,  50, 0.997,   0, -5.6281e-07,  2.9582e-05, -1.7483e-03,  2.0011e-01,    ,            ,            ,            ,            
LA, KDTN, 100, 0.997,   0, -4.9411e-07,  2.7950e-05, -1.7667e-03,  2.1562e-01,    ,            ,            ,            ,            
LA, KDTN, 500, 0.997,   0, -3.6072e-07,  2.2942e-05, -1.7526e-03,  2.5132e-01,    ,            ,            ,            ,            
LA, KLCH,   1, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3921e-01,   1,  4.0319e-07, -8.9556e-05,  1.4354e-04,  1.3915e-01
LA, KLCH,   5, 0.996,   0,  2.3857e-07, -5.8847e-05, -7.3274e-04,  1.8729e-01,    ,            ,            ,            ,            
LA, KLCH,  10, 0.996,   0,  1.9669e-07, -5.0413e-05, -1.0094e-03,  2.0764e-01,    ,            ,            ,            ,            
LA, KLCH,  25, 0.996,   0,  1.5614e-07, -4.1833e-05, -1.3146e-03,  2.3432e-01,    ,            ,            ,            ,            
LA, KLCH,  50, 0.996,   0,  1.3333e-07, -3.6741e-05, -1.5111e-03,  2.5435e-01,    ,            ,            ,            ,            
LA, KLCH, 100, 0.996,   0,  1.1532e-07, -3.2533e-05, -1.6848e-03,  2.7428e-01,    ,            ,            ,            ,            
LA, KLCH, 500, 0.996,   0,  8.5849e-08, -2.5141e-05, -2.0252e-03,  3.2028e-01,    ,            ,            ,            ,            
LA, KMLU,   1, 0.991,   0, -1.0875e-06,  2.7762e-05, -9.8297e-04,  1.1515e-01,    ,            ,            ,            ,            
LA, KMLU,   5, 0.994,   0, -7.9314e-07,  3.2719e-05, -1.3146e-03,  1.5387e-01,    ,            ,            ,            ,            
LA, KMLU,  10, 0.995,   0, -7.1849e-07,  3.4393e-05, -1.4044e-03,  1.7022e-01,    ,            ,            ,            ,            
LA, KMLU,  25, 0.995,   0, -6.4802e-07,  3.6804e-05, -1.5046e-03,  1.9168e-01,    ,            ,            ,            ,            
LA, KMLU,  50, 0.995,   0, -6.0883e-07,  3.8745e-05, -1.5708e-03,  2.0784e-01,    ,            ,            ,            ,            
LA, KMLU, 100, 0.995,   0, -5.7762e-07,  4.0722e-05, -1.6305e-03,  2.2396e-01,    ,            ,            ,            ,            
LA, KMLU, 500, 0.995,   0, -5.2326e-07,  4.5131e-05, -1.7444e-03,  2.6120e-01,    ,            ,            ,            ,            
LA, KSHV,   1, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2068e-01,   1,  2.6477e-07, -7.5775e-05,  2.2471e-04,  1.2052e-01
LA, KSHV,   5, 0.993,   0,  9.6363e-08, -4.2528e-05, -7.4880e-04,  1.6453e-01,    ,            ,            ,            ,            
LA, KSHV,  10, 0.993,   0,  5.1687e-08, -3.3011e-05, -1.0745e-03,  1.8320e-01,    ,            ,            ,            ,            
LA, KSHV,  25, 0.993,   0,  1.2973e-08, -2.3554e-05, -1.4354e-03,  2.0764e-01,    ,            ,            ,            ,            
LA, KSHV,  50, 0.993,   0, -5.8585e-09, -1.8106e-05, -1.6681e-03,  2.2598e-01,    ,            ,            ,            ,            
LA, KSHV, 100, 0.994,   0, -1.8722e-08, -1.3719e-05, -1.8743e-03,  2.4422e-01,    ,            ,            ,            ,            
LA, KSHV, 500, 0.994,   0, -3.4718e-08, -6.3273e-06, -2.2801e-03,  2.8625e-01,    ,            ,            ,            ,            
MS, KGLH,   1, 0.985,   0, -1.0049e-06,  2.4923e-05, -1.0502e-03,  1.1550e-01,    ,            ,            ,            ,            
MS, KGLH,   5, 0.988,   0, -7.4587e-07,  3.2236e-05, -1.5656e-03,  1.5501e-01,    ,            ,            ,            ,            
MS, KGLH,  10, 0.989,   0, -6.6916e-07,  3.3643e-05, -1.7069e-03,  1.7159e-01,    ,            ,            ,            ,            
MS, KGLH,  25, 0.989,   0, -5.8410e-07,  3.4415e-05, -1.8429e-03,  1.9322e-01,    ,            ,            ,            ,            
MS, KGLH,  50, 0.989,   0, -5.2651e-07,  3.4147e-05, -1.9108e-03,  2.0940e-01,    ,            ,            ,            ,            
MS, KGLH, 100, 0.989,   0, -4.7155e-07,  3.3075e-05, -1.9489e-03,  2.2541e-01,    ,            ,            ,            ,            
MS, KGLH, 500, 0.988,   0, -3.4559e-07,  2.7203e-05, -1.9213e-03,  2.6196e-01,    ,            ,            ,            ,            
MS, KGPT,   1, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3440e-01,   1,  4.9683e-08, -6.1284e-05,  1.2420e-04,  1.3434e-01
MS, KGPT,   5, 0.997,   0,  3.1725e-07, -6.3696e-05, -1.4484e-04,  1.7906e-01,    ,            ,            ,            ,            
MS, KGPT,  10, 0.997,   0,  3.3637e-07, -6.1699e-05, -2.7866e-04,  1.9827e-01,    ,            ,            ,            ,            
MS, KGPT,  25, 0.997,   0,  3.3048e-07, -5.8014e-05, -4.6252e-04,  2.2366e-01,    ,            ,            ,            ,            
MS, KGPT,  50, 0.997,   0,  3.1507e-07, -5.4915e-05, -6.0240e-04,  2.4286e-01,    ,            ,            ,            ,            
MS, KGPT, 100, 0.997,   0,  2.9584e-07, -5.1776e-05, -7.4058e-04,  2.6205e-01,    ,            ,            ,            ,            
MS, KGPT, 500, 0.997,   0,  2.4872e-07, -4.4843e-05, -1.0495e-03,  3.0657e-01,    ,            ,            ,            ,            
MS, KHBG,   1, 0.994,   0, -1.4426e-06,  2.5788e-05, -8.2242e-04,  1.3278e-01,    ,            ,            ,            ,            
MS, KHBG,   5, 0.996,   0, -7.9667e-07,  1.2873e-05, -9.0541e-04,  1.7542e-01,    ,            ,            ,            ,            
MS, KHBG,  10, 0.996,   0, -6.4865e-07,  9.8347e-06, -9.1830e-04,  1.9351e-01,    ,            ,            ,            ,            
MS, KHBG,  25, 0.996,   0, -5.0126e-07,  6.1387e-06, -9.0562e-04,  2.1720e-01,    ,            ,            ,            ,            
MS, KHBG,  50, 0.996,   0, -4.1179e-07,  3.2210e-06, -8.7348e-04,  2.3499e-01,    ,            ,            ,            ,            
MS, KHBG, 100, 0.996,   0, -3.3453e-07,  5.6405e-08, -8.2286e-04,  2.5266e-01,    ,            ,            ,            ,            
MS, KHBG, 500, 0.995,   0, -1.8592e-07, -8.3855e-06, -6.4282e-04,  2.9334e-01,    ,            ,            ,            ,            
MS, KHKS,   1, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.1686e-01,   5,  3.4711e-08, -6.7769e-05,  7.1524e-04,  1.1497e-01
MS, KHKS,   5, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5419e-01,   5,  2.0830e-07, -6.5534e-05,  6.1405e-04,  1.5273e-01
MS, KHKS,  10, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7022e-01,   5,  2.1945e-07, -6.2872e-05,  5.5873e-04,  1.6896e-01
MS, KHKS,  25, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9140e-01,   4,  2.1810e-07, -5.9383e-05,  4.9546e-04,  1.9035e-01
MS, KHKS,  50, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.0743e-01,   4,  2.1232e-07, -5.7001e-05,  4.5772e-04,  2.0649e-01
MS, KHKS, 100, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.2344e-01,   4,  2.0524e-07, -5.4897e-05,  4.2885e-04,  2.2259e-01
MS, KHKS, 500, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.6059e-01,   4,  1.8892e-07, -5.1043e-05,  3.9260e-04,  2.5983e-01
MS, KJAN,   1, 0.985,   0,  3.1745e-07, -7.1526e-05, -3.9662e-04,  1.2803e-01,    ,            ,            ,            ,            
MS, KJAN,   5, 0.987,   0, -2.2431e-07, -4.7921e-06, -2.2490e-03,  1.7537e-01,    ,            ,            ,            ,            
MS, KJAN,  10, 0.988,   0, -2.8066e-07,  8.4883e-06, -2.7709e-03,  1.9501e-01,    ,            ,            ,            ,            
MS, KJAN,  25, 0.990,   0, -2.9937e-07,  1.9338e-05, -3.3119e-03,  2.2047e-01,    ,            ,            ,            ,            
MS, KJAN,  50, 0.991,   0, -2.9518e-07,  2.4640e-05, -3.6489e-03,  2.3945e-01,    ,            ,            ,            ,            
MS, KJAN, 100, 0.992,   0, -2.8469e-07,  2.8472e-05, -3.9454e-03,  2.5826e-01,    ,            ,            ,            ,            
MS, KJAN, 500, 0.993,   0, -2.5405e-07,  3.4198e-05, -4.5366e-03,  3.0151e-01,    ,            ,            ,            ,            
MS, KMCB,   1, 0.992,   0, -8.3103e-07, -4.4194e-06, -5.8674e-04,  1.2640e-01,    ,            ,            ,            ,            
MS, KMCB,   5, 0.993,   0, -5.4110e-07,  1.9325e-06, -1.0006e-03,  1.6807e-01,    ,            ,            ,            ,            
MS, KMCB,  10, 0.993,   0, -4.6552e-07,  3.2653e-06, -1.1050e-03,  1.8564e-01,    ,            ,            ,            ,            
MS, KMCB,  25, 0.994,   0, -3.8783e-07,  4.2455e-06, -1.2015e-03,  2.0863e-01,    ,            ,            ,            ,            
MS, KMCB,  50, 0.994,   0, -3.4228e-07,  4.7148e-06, -1.2538e-03,  2.2590e-01,    ,            ,            ,            ,            
MS, KMCB, 100, 0.994,   0, -3.0114e-07,  4.6508e-06, -1.2857e-03,  2.4307e-01,    ,            ,            ,            ,            
MS, KMCB, 500, 0.994,   0, -2.1356e-07,  2.3917e-06, -1.2870e-03,  2.8256e-01,    ,            ,            ,            ,            
MS, KMEI,   1, 0.988,   0,  0.0000e+00, -5.4909e-05, -2.8587e-04,  1.2849e-01,    ,            ,            ,            ,            
MS, KMEI,   5, 0.986,   0,  0.0000e+00, -2.7426e-05, -1.3875e-03,  1.7484e-01,    ,            ,            ,            ,            
MS, KMEI,  10, 0.986,   0,  0.0000e+00, -2.0278e-05, -1.7531e-03,  1.9459e-01,    ,            ,            ,            ,            
MS, KMEI,  25, 0.986,   0,  0.0000e+00, -1.3126e-05, -2.1761e-03,  2.2057e-01,    ,            ,            ,            ,            
MS, KMEI,  50, 0.986,   0,  0.0000e+00, -8.9368e-06, -2.4607e-03,  2.4013e-01,    ,            ,            ,            ,            
MS, KMEI, 100, 0.986,   0,  0.0000e+00, -5.5219e-06, -2.7205e-03,  2.5959e-01,    ,            ,            ,            ,            
MS, KMEI, 500, 0.987,   0,  0.0000e+00,  2.6903e-07, -3.2441e-03,  3.0437e-01,    ,            ,            ,            ,            
MS, KPQL,   1, 0.990,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3123e-01,   0, -1.8520e-07, -6.5172e-05,  5.2566e-05,  1.3122e-01
MS, KPQL,   5, 0.993,   0,  1.0526e-07, -5.8299e-05, -3.5853e-04,  1.7488e-01,    ,            ,            ,            ,            
MS, KPQL,  10, 0.994,   0,  1.5894e-07, -5.6388e-05, -4.7145e-04,  1.9337e-01,    ,            ,            ,            ,            
MS, KPQL,  25, 0.994,   0,  1.9990e-07, -5.4257e-05, -5.9125e-04,  2.1765e-01,    ,            ,            ,            ,            
MS, KPQL,  50, 0.995,   0,  2.1655e-07, -5.2809e-05, -6.6760e-04,  2.3595e-01,    ,            ,            ,            ,            
MS, KPQL, 100, 0.995,   0,  2.2523e-07, -5.1443e-05, -7.3586e-04,  2.5420e-01,    ,            ,            ,            ,            
MS, KPQL, 500, 0.996,   0,  2.2722e-07, -4.8455e-05, -8.7503e-04,  2.9648e-01,    ,            ,            ,            ,            
MS, KTUP,   1, 0.989,   0,  2.3269e-07, -6.7998e-05, -4.0666e-04,  1.2652e-01,    ,            ,            ,            ,            
MS, KTUP,   5, 0.987,   0, -3.0492e-08, -2.2314e-05, -1.8272e-03,  1.7261e-01,    ,            ,            ,            ,            
MS, KTUP,  10, 0.987,   0, -7.2677e-08, -1.1314e-05, -2.2744e-03,  1.9201e-01,    ,            ,            ,            ,            
MS, KTUP,  25, 0.988,   0, -9.7633e-08, -1.2823e-06, -2.7656e-03,  2.1732e-01,    ,            ,            ,            ,            
MS, KTUP,  50, 0.988,   0, -1.0495e-07,  4.1746e-06, -3.0855e-03,  2.3629e-01,    ,            ,            ,            ,            
MS, KTUP, 100, 0.989,   0, -1.0765e-07,  8.4726e-06, -3.3751e-03,  2.5514e-01,    ,            ,            ,            ,            
MS, KTUP, 500, 0.990,   0, -1.0728e-07,  1.5784e-05, -3.9721e-03,  2.9860e-01,    ,            ,            ,            ,            
NC, KAVL,   1, 0.967,   0, -5.3955e-07, -2.1368e-05, -9.8617e-04,  9.6557e-02,    ,            ,            ,            ,            
NC, KAVL,   5, 0.985,   0, -1.5040e-06,  7.7672e-05, -3.1551e-03,  1.3394e-01,    ,            ,            ,            ,            
NC, KAVL,  10, 0.988,   0, -1.4499e-06,  8.7329e-05, -3.5570e-03,  1.4868e-01,    ,            ,            ,            ,            
NC, KAVL,  25, 0.991,   0, -1.3249e-06,  9.2471e-05, -3.9199e-03,  1.6758e-01,    ,            ,            ,            ,            
NC, KAVL,  50, 0.992,   0, -1.2283e-06,  9.3916e-05, -4.1275e-03,  1.8163e-01,    ,            ,            ,            ,            
NC, KAVL, 100, 0.993,   0, -1.1396e-06,  9.4450e-05, -4.3027e-03,  1.9552e-01,    ,            ,            ,            ,            
NC, KAVL, 500, 0.994,   0, -9.7032e-07,  9.4374e-05, -4.6407e-03,  2.2743e-01,    ,            ,            ,            ,            
NC, KCLT,   1, 0.983,   0, -6.5427e-07, -3.7074e-05, -3.1595e-04,  1.1026e-01,    ,            ,            ,            ,            
NC, KCLT,   5, 0.988,   0, -8.8400e-07,  1.6293e-05, -1.6780e-03,  1.5150e-01,    ,            ,            ,            ,            
NC, KCLT,  10, 0.990,   0, -8.4999e-07,  2.5263e-05, -2.0006e-03,  1.6848e-01,    ,            ,            ,            ,            
NC, KCLT,  25, 0.991,   0, -7.8971e-07,  3.2738e-05, -2.3203e-03,  1.9054e-01,    ,            ,            ,            ,            
NC, KCLT,  50, 0.992,   0, -7.4370e-07,  3.6544e-05, -2.5108e-03,  2.0702e-01,    ,            ,            ,            ,            
NC, KCLT, 100, 0.993,   0, -7.0035e-07,  3.9380e-05, -2.6716e-03,  2.2338e-01,    ,            ,            ,            ,            
NC, KCLT, 500, 0.994,   0, -6.1169e-07,  4.3633e-05, -2.9667e-03,  2.6100e-01,    ,            ,            ,            ,            
NC, KECG,   1, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0137e-01,   2, -3.3946e-08, -3.9323e-05,  1.9084e-04,  1.0114e-01
NC, KECG,   5, 0.997,   0,  3.7877e-08, -3.2143e-05, -1.3322e-04,  1.3569e-01,    ,            ,            ,            ,            
NC, KECG,  10, 0.997,   0,  5.1171e-08, -3.0055e-05, -2.3163e-04,  1.5036e-01,    ,            ,            ,            ,            
NC, KECG,  25, 0.997,   0,  6.0765e-08, -2.7786e-05, -3.3942e-04,  1.6962e-01,    ,            ,            ,            ,            
NC, KECG,  50, 0.997,   0,  6.4367e-08, -2.6344e-05, -4.0850e-04,  1.8413e-01,    ,            ,            ,            ,            
NC, KECG, 100, 0.997,   0,  6.6040e-08, -2.5085e-05, -4.6947e-04,  1.9859e-01,    ,            ,            ,            ,            
NC, KECG, 500, 0.997,   0,  6.5747e-08, -2.2678e-05, -5.8846e-04,  2.3203e-01,    ,            ,            ,            ,            
NC, KEWN,   1, 0.988,   0, -3.3891e-07, -2.6598e-05, -2.5305e-04,  1.1015e-01,    ,            ,            ,            ,            
NC, KEWN,   5, 0.991,   0, -2.5346e-07, -1.1726e-05, -8.3247e-04,  1.4784e-01,    ,            ,            ,            ,            
NC, KEWN,  10, 0.992,   0, -2.1666e-07, -9.1683e-06, -9.7178e-04,  1.6361e-01,    ,            ,            ,            ,            
NC, KEWN,  25, 0.993,   0, -1.7675e-07, -7.0442e-06, -1.1087e-03,  1.8421e-01,    ,            ,            ,            ,            
NC, KEWN,  50, 0.994,   0, -1.5249e-07, -5.9729e-06, -1.1891e-03,  1.9968e-01,    ,            ,            ,            ,            
NC, KEWN, 100, 0.994,   0, -1.3238e-07, -5.1800e-06, -1.2559e-03,  2.1507e-01,    ,            ,            ,            ,            
NC, KEWN, 500, 0.995,   0, -9.7466e-08, -3.9745e-06, -1.3762e-03,  2.5060e-01,    ,            ,            ,            ,            
NC, KFAY,   1, 0.983,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0379e-01,   8, -1.4942e-06,  3.0756e-05, -2.0002e-04,  1.0419e-01
NC, KFAY,   5, 0.988,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4113e-01,  18, -1.0732e-06,  2.7521e-05,  4.5527e-05,  1.3765e-01
NC, KFAY,  10, 0.989,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5841e-01,  22, -9.8582e-07,  2.9300e-05,  1.2276e-04,  1.5202e-01
NC, KFAY,  25, 0.989,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8294e-01,  27, -9.1708e-07,  3.3713e-05,  1.9870e-04,  1.7105e-01
NC, KFAY,  50, 0.989,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.0317e-01,  32, -8.8834e-07,  3.8248e-05,  2.3833e-04,  1.8548e-01
NC, KFAY, 100, 0.988,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.2522e-01,  36, -8.7301e-07,  4.3596e-05,  2.6404e-04,  1.9995e-01
NC, KFAY, 500, 0.986,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.8164e-01,  46, -7.8427e-07,  4.7809e-05,  5.2430e-04,  2.3269e-01
NC, KGSO,   1, 0.985,   0, -9.3092e-07, -8.5692e-08, -6.5206e-04,  1.0243e-01,    ,            ,            ,            ,            
NC, KGSO,   5, 0.990,   0, -9.0336e-07,  2.8945e-05, -1.4756e-03,  1.3844e-01,    ,            ,            ,            ,            
NC, KGSO,  10, 0.991,   0, -8.4720e-07,  3.3853e-05, -1.6572e-03,  1.5332e-01,    ,            ,            ,            ,            
NC, KGSO,  25, 0.992,   0, -7.8179e-07,  3.8510e-05, -1.8368e-03,  1.7273e-01,    ,            ,            ,            ,            
NC, KGSO,  50, 0.993,   0, -7.3984e-07,  4.1290e-05, -1.9438e-03,  1.8726e-01,    ,            ,            ,            ,            
NC, KGSO, 100, 0.993,   0, -7.0287e-07,  4.3625e-05, -2.0325e-03,  2.0170e-01,    ,            ,            ,            ,            
NC, KGSO, 500, 0.993,   0, -6.2679e-07,  4.7374e-05, -2.1778e-03,  2.3493e-01,    ,            ,            ,            ,            
NC, KHSE,   1, 0.984,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.7145e-17,  71,  1.0328e-06, -1.0961e-04,  6.7903e-04,  1.2101e-01
NC, KHSE,   5, 0.976,   0,  3.2904e-07, -4.0887e-05, -1.2401e-03,  1.6770e-01,    ,            ,            ,            ,            
NC, KHSE,  10, 0.974,   0,  1.7965e-07, -2.2841e-05, -1.8785e-03,  1.8741e-01,    ,            ,            ,            ,            
NC, KHSE,  25, 0.974,   0,  5.9690e-08, -6.1253e-06, -2.5726e-03,  2.1296e-01,    ,            ,            ,            ,            
NC, KHSE,  50, 0.975,   0,  4.1586e-09,  2.9129e-06, -3.0146e-03,  2.3199e-01,    ,            ,            ,            ,            
NC, KHSE, 100, 0.975,   0, -3.3157e-08,  9.8847e-06, -3.4051e-03,  2.5080e-01,    ,            ,            ,            ,            
NC, KHSE, 500, 0.977,   0, -8.0793e-08,  2.1100e-05, -4.1789e-03,  2.9391e-01,    ,            ,            ,            ,            
NC, KILM,   1, 0.976,   0, -3.8073e-07, -1.4715e-05, -1.0267e-03,  1.2164e-01,    ,            ,            ,            ,            
NC, KILM,   5, 0.981,   0, -5.9008e-07,  3.0068e-05, -2.5031e-03,  1.6584e-01,    ,            ,            ,            ,            
NC, KILM,  10, 0.983,   0, -5.6189e-07,  3.6107e-05, -2.8441e-03,  1.8383e-01,    ,            ,            ,            ,            
NC, KILM,  25, 0.986,   0, -5.0899e-07,  4.0102e-05, -3.1790e-03,  2.0710e-01,    ,            ,            ,            ,            
NC, KILM,  50, 0.987,   0, -4.6860e-07,  4.1600e-05, -3.3802e-03,  2.2444e-01,    ,            ,            ,            ,            
NC, KILM, 100, 0.988,   0, -4.3102e-07,  4.2393e-05, -3.5531e-03,  2.4163e-01,    ,            ,            ,            ,            
NC, KILM, 500, 0.989,   0, -3.5696e-07,  4.2817e-05, -3.8869e-03,  2.8115e-01,    ,            ,            ,            ,            
NC, KRDU,   1, 0.981,   0, -2.2563e-07, -3.3391e-05, -5.5187e-04,  1.0089e-01,    ,            ,            ,            ,            
NC, KRDU,   5, 0.988,   0, -4.3790e-07,  9.8796e-06, -1.8484e-03,  1.3770e-01,    ,            ,            ,            ,            
NC, KRDU,  10, 0.990,   0, -3.9766e-07,  1.4982e-05, -2.1435e-03,  1.5279e-01,    ,            ,            ,            ,            
NC, KRDU,  25, 0.991,   0, -3.3388e-07,  1.8005e-05, -2.4356e-03,  1.7237e-01,    ,            ,            ,            ,            
NC, KRDU,  50, 0.992,   0, -2.9011e-07,  1.9049e-05, -2.6157e-03,  1.8702e-01,    ,            ,            ,            ,            
NC, KRDU, 100, 0.993,   0, -2.5276e-07,  1.9630e-05, -2.7759e-03,  2.0159e-01,    ,            ,            ,            ,            
NC, KRDU, 500, 0.994,   0, -1.8876e-07,  2.0349e-05, -3.1062e-03,  2.3518e-01,    ,            ,            ,            ,            
NC, KRWI,   1, 0.993,   0, -1.1210e-06,  1.0086e-05, -4.5935e-04,  9.5553e-02,    ,            ,            ,            ,            
NC, KRWI,   5, 0.996,   0, -7.4233e-07,  9.6250e-06, -5.2515e-04,  1.2660e-01,    ,            ,            ,            ,            
NC, KRWI,  10, 0.996,   0, -6.3159e-07,  8.2858e-06, -4.9197e-04,  1.3964e-01,    ,            ,            ,            ,            
NC, KRWI,  25, 0.995,   0, -5.2040e-07,  6.6230e-06, -4.2628e-04,  1.5673e-01,    ,            ,            ,            ,            
