state,station,MRI (yrs),R-squared,min wind threshold,coeff a,coeff b,coeff c,coeff d,min wind threshold,coeff a,coeff b,coeff c,coeff d
NC, KRWI,  50, 0.995,   0, -4.5528e-07,  5.4855e-06, -3.6580e-04,  1.6958e-01,    ,            ,            ,            ,            
NC, KRWI, 100, 0.994,   0, -4.0180e-07,  4.4288e-06, -2.9854e-04,  1.8238e-01,    ,            ,            ,            ,            
NC, KRWI, 500, 0.993,   0, -2.8924e-07,  9.2484e-08, -8.0701e-05,  2.1180e-01,    ,            ,            ,            ,            
OK, KLAW,   1, 0.980,   0, -4.2376e-07, -1.5228e-05, -5.5228e-05,  8.8693e-02,    ,            ,            ,            ,            
OK, KLAW,   5, 0.991,   0, -4.0122e-07, -6.7141e-07, -3.8763e-04,  1.2153e-01,    ,            ,            ,            ,            
OK, KLAW,  10, 0.992,   0, -3.9231e-07,  4.0770e-06, -4.9854e-04,  1.3550e-01,    ,            ,            ,            ,            
OK, KLAW,  25, 0.993,   0, -3.8490e-07,  9.7284e-06, -6.2669e-04,  1.5386e-01,    ,            ,            ,            ,            
OK, KLAW,  50, 0.993,   0, -3.8205e-07,  1.3714e-05, -7.1389e-04,  1.6769e-01,    ,            ,            ,            ,            
OK, KLAW, 100, 0.993,   0, -3.8113e-07,  1.7555e-05, -7.9557e-04,  1.8150e-01,    ,            ,            ,            ,            
OK, KLAW, 500, 0.993,   0, -3.8483e-07,  2.6269e-05, -9.7450e-04,  2.1348e-01,    ,            ,            ,            ,            
OK, KMLC,   1, 0.994,   0, -1.6346e-06,  4.9437e-05, -1.0351e-03,  1.1015e-01,    ,            ,            ,            ,            
OK, KMLC,   5, 0.995,   0, -1.1088e-06,  4.6933e-05, -1.2796e-03,  1.4817e-01,    ,            ,            ,            ,            
OK, KMLC,  10, 0.995,   0, -9.4561e-07,  4.3748e-05, -1.2841e-03,  1.6402e-01,    ,            ,            ,            ,            
OK, KMLC,  25, 0.995,   0, -7.4463e-07,  3.6463e-05, -1.1889e-03,  1.8450e-01,    ,            ,            ,            ,            
OK, KMLC,  50, 0.994,   0, -6.1281e-07,  3.0120e-05, -1.0744e-03,  1.9977e-01,    ,            ,            ,            ,            
OK, KMLC, 100, 0.994,   0, -5.2994e-07,  2.6989e-05, -1.0119e-03,  2.1518e-01,    ,            ,            ,            ,            
OK, KMLC, 500, 0.992,   0, -3.7216e-07,  1.8894e-05, -8.0952e-04,  2.5062e-01,    ,            ,            ,            ,            
OK, KOKC,   1, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.1440e-01,   2,  1.6193e-07, -5.8035e-05,  2.7707e-04,  1.1406e-01
OK, KOKC,   5, 0.990,   0,  1.1484e-07, -3.9716e-05, -3.5887e-04,  1.5767e-01,    ,            ,            ,            ,            
OK, KOKC,  10, 0.990,   0,  9.4166e-08, -3.3780e-05, -5.8999e-04,  1.7627e-01,    ,            ,            ,            ,            
OK, KOKC,  25, 0.989,   0,  7.2716e-08, -2.7525e-05, -8.5600e-04,  2.0071e-01,    ,            ,            ,            ,            
OK, KOKC,  50, 0.989,   0,  6.0628e-08, -2.3769e-05, -1.0318e-03,  2.1909e-01,    ,            ,            ,            ,            
OK, KOKC, 100, 0.989,   0,  5.1374e-08, -2.0670e-05, -1.1898e-03,  2.3739e-01,    ,            ,            ,            ,            
OK, KOKC, 500, 0.989,   0,  3.5186e-08, -1.5024e-05, -1.5126e-03,  2.7969e-01,    ,            ,            ,            ,            
OK, KPNC,   1, 0.972,   0, -9.5431e-07,  2.1467e-05, -1.0626e-03,  1.0901e-01,    ,            ,            ,            ,            
OK, KPNC,   5, 0.972,   0, -9.5301e-07,  5.0826e-05, -1.9663e-03,  1.5097e-01,    ,            ,            ,            ,            
OK, KPNC,  10, 0.972,   0, -9.1604e-07,  5.7585e-05, -2.2263e-03,  1.6851e-01,    ,            ,            ,            ,            
OK, KPNC,  25, 0.972,   0, -8.5871e-07,  6.3592e-05, -2.4917e-03,  1.9134e-01,    ,            ,            ,            ,            
OK, KPNC,  50, 0.972,   0, -8.2627e-07,  6.7925e-05, -2.6763e-03,  2.0851e-01,    ,            ,            ,            ,            
OK, KPNC, 100, 0.971,   0, -8.0031e-07,  7.2130e-05, -2.8506e-03,  2.2561e-01,    ,            ,            ,            ,            
OK, KPNC, 500, 0.969,   0, -7.0392e-07,  7.4925e-05, -3.0725e-03,  2.6449e-01,    ,            ,            ,            ,            
OK, KPWA,   1, 0.985,   0, -1.3905e-06,  6.3141e-05, -1.9809e-03,  1.2877e-01,    ,            ,            ,            ,            
OK, KPWA,   5, 0.986,   0, -1.1244e-06,  7.4891e-05, -2.6811e-03,  1.7683e-01,    ,            ,            ,            ,            
OK, KPWA,  10, 0.986,   0, -1.0594e-06,  7.9886e-05, -2.9452e-03,  1.9722e-01,    ,            ,            ,            ,            
OK, KPWA,  25, 0.986,   0, -9.8781e-07,  8.5463e-05, -3.2502e-03,  2.2391e-01,    ,            ,            ,            ,            
OK, KPWA,  50, 0.985,   0, -9.2821e-07,  8.7577e-05, -3.4192e-03,  2.4380e-01,    ,            ,            ,            ,            
OK, KPWA, 100, 0.985,   0, -8.5874e-07,  8.7305e-05, -3.5205e-03,  2.6337e-01,    ,            ,            ,            ,            
OK, KPWA, 500, 0.982,   0, -6.4686e-07,  7.5165e-05, -3.4284e-03,  3.0720e-01,    ,            ,            ,            ,            
OK, KRVS,   1, 0.994,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0281e-01,   5, -1.4748e-06,  2.1896e-06,  7.3524e-05,  1.0257e-01
OK, KRVS,   5, 0.996,   0, -9.8493e-07,  5.1559e-06, -2.0470e-05,  1.3864e-01,    ,            ,            ,            ,            
OK, KRVS,  10, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5391e-01,   4, -8.4916e-07,  5.2067e-06,  9.0398e-07,  1.5387e-01
OK, KRVS,  25, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7433e-01,   8, -6.9892e-07,  3.8004e-06,  8.3150e-05,  1.7378e-01
OK, KRVS,  50, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9008e-01,  11, -5.9781e-07,  1.5452e-06,  1.8447e-04,  1.8866e-01
OK, KRVS, 100, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.0608e-01,  13, -5.1742e-07, -3.6026e-07,  2.9088e-04,  2.0349e-01
OK, KRVS, 500, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.4426e-01,  19, -3.8197e-07, -4.0211e-06,  5.5444e-04,  2.3780e-01
OK, KSWO,   1, 0.954,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0041e-01,  10,  0.0000e+00, -5.4066e-05,  1.1265e-03,  9.4546e-02
OK, KSWO,   5, 0.969,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3472e-01,  11,  0.0000e+00, -4.0133e-05,  8.8030e-04,  1.2989e-01
OK, KSWO,  10, 0.971,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4969e-01,  11,  0.0000e+00, -3.6528e-05,  8.3687e-04,  1.4490e-01
OK, KSWO,  25, 0.972,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6963e-01,  13,  0.0000e+00, -3.3105e-05,  8.2913e-04,  1.6443e-01
OK, KSWO,  50, 0.973,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8483e-01,  14,  0.0000e+00, -3.1181e-05,  8.4940e-04,  1.7905e-01
OK, KSWO, 100, 0.973,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.0016e-01,  15,  0.0000e+00, -2.9661e-05,  8.8668e-04,  1.9354e-01
OK, KSWO, 500, 0.973,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.3630e-01,  19,  0.0000e+00, -2.6883e-05,  9.9203e-04,  2.2714e-01
OK, KTUL,   1, 0.996,   0, -5.7619e-07, -1.9812e-05, -5.3208e-04,  1.2040e-01,    ,            ,            ,            ,            
OK, KTUL,   5, 0.996,   0, -4.4025e-07, -5.9263e-07, -1.3387e-03,  1.6478e-01,    ,            ,            ,            ,            
OK, KTUL,  10, 0.996,   0, -3.9669e-07,  3.9617e-06, -1.5791e-03,  1.8346e-01,    ,            ,            ,            ,            
OK, KTUL,  25, 0.996,   0, -3.5018e-07,  8.2993e-06, -1.8378e-03,  2.0786e-01,    ,            ,            ,            ,            
OK, KTUL,  50, 0.997,   0, -3.2099e-07,  1.0705e-05, -2.0009e-03,  2.2617e-01,    ,            ,            ,            ,            
OK, KTUL, 100, 0.997,   0, -2.9572e-07,  1.2579e-05, -2.1431e-03,  2.4436e-01,    ,            ,            ,            ,            
OK, KTUL, 500, 0.997,   0, -2.5390e-07,  1.6210e-05, -2.4312e-03,  2.8636e-01,    ,            ,            ,            ,            
SC, KAND,   1, 0.963,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.7187e-02,   6,  0.0000e+00, -5.4651e-05,  6.4075e-04,  9.5309e-02
SC, KAND,   5, 0.972,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2927e-01,   5,  0.0000e+00, -4.0748e-05,  4.2006e-04,  1.2819e-01
SC, KAND,  10, 0.973,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4312e-01,   5,  0.0000e+00, -3.7174e-05,  3.8344e-04,  1.4213e-01
SC, KAND,  25, 0.974,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6139e-01,   6,  0.0000e+00, -3.3715e-05,  3.7439e-04,  1.6035e-01
SC, KAND,  50, 0.975,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7522e-01,   6,  0.0000e+00, -3.1723e-05,  3.8757e-04,  1.7404e-01
SC, KAND, 100, 0.975,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8907e-01,   7,  0.0000e+00, -3.0111e-05,  4.1354e-04,  1.8765e-01
SC, KAND, 500, 0.975,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.2142e-01,   9,  0.0000e+00, -2.7314e-05,  5.0360e-04,  2.1910e-01
SC, KCAE,   1, 0.980,   0, -7.7357e-07, -8.2454e-06, -5.7927e-04,  1.0928e-01,    ,            ,            ,            ,            
SC, KCAE,   5, 0.985,   0, -5.5050e-07,  9.9819e-06, -1.4116e-03,  1.4884e-01,    ,            ,            ,            ,            
SC, KCAE,  10, 0.987,   0, -4.4147e-07,  9.6075e-06, -1.5476e-03,  1.6504e-01,    ,            ,            ,            ,            
SC, KCAE,  25, 0.989,   0, -3.2841e-07,  7.8776e-06, -1.6597e-03,  1.8611e-01,    ,            ,            ,            ,            
SC, KCAE,  50, 0.990,   0, -2.6378e-07,  6.4424e-06, -1.7193e-03,  2.0189e-01,    ,            ,            ,            ,            
SC, KCAE, 100, 0.991,   0, -2.1310e-07,  5.1213e-06, -1.7677e-03,  2.1759e-01,    ,            ,            ,            ,            
SC, KCAE, 500, 0.993,   0, -1.3491e-07,  2.9597e-06, -1.8660e-03,  2.5389e-01,    ,            ,            ,            ,            
SC, KCHS,   1, 0.988,   0,  1.6576e-07, -5.9457e-05, -2.5819e-04,  1.2251e-01,    ,            ,            ,            ,            
SC, KCHS,   5, 0.991,   0, -2.1328e-08, -2.0375e-05, -1.6031e-03,  1.6789e-01,    ,            ,            ,            ,            
SC, KCHS,  10, 0.992,   0, -2.4355e-08, -1.3530e-05, -1.9624e-03,  1.8672e-01,    ,            ,            ,            ,            
SC, KCHS,  25, 0.992,   0, -2.1745e-08, -7.3275e-06, -2.3538e-03,  2.1128e-01,    ,            ,            ,            ,            
SC, KCHS,  50, 0.993,   0, -2.0826e-08, -3.6987e-06, -2.6134e-03,  2.2970e-01,    ,            ,            ,            ,            
SC, KCHS, 100, 0.993,   0, -2.1508e-08, -5.9104e-07, -2.8534e-03,  2.4802e-01,    ,            ,            ,            ,            
SC, KCHS, 500, 0.994,   0, -2.6978e-08,  5.3623e-06, -3.3611e-03,  2.9031e-01,    ,            ,            ,            ,            
SC, KCRE,   1, 0.984,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00, -9.8532e-16,  99,  8.8394e-07, -1.1571e-04,  9.3367e-04,  1.1947e-01
SC, KCRE,   5, 0.984,   0,  4.6335e-07, -7.3019e-05, -4.9193e-05,  1.6399e-01,    ,            ,            ,            ,            
SC, KCRE,  10, 0.984,   0,  3.6031e-07, -6.0911e-05, -3.8125e-04,  1.8296e-01,    ,            ,            ,            ,            
SC, KCRE,  25, 0.984,   0,  2.6712e-07, -4.8910e-05, -7.4647e-04,  2.0781e-01,    ,            ,            ,            ,            
SC, KCRE,  50, 0.984,   0,  2.1837e-07, -4.2029e-05, -9.7895e-04,  2.2647e-01,    ,            ,            ,            ,            
SC, KCRE, 100, 0.984,   0,  1.8216e-07, -3.6520e-05, -1.1824e-03,  2.4503e-01,    ,            ,            ,            ,            
SC, KCRE, 500, 0.985,   0,  1.2811e-07, -2.7332e-05, -1.5741e-03,  2.8783e-01,    ,            ,            ,            ,            
SC, KFLO,   1, 0.992,   0, -6.9578e-07,  4.2944e-06, -9.4300e-04,  1.1606e-01,    ,            ,            ,            ,            
SC, KFLO,   5, 0.994,   0, -3.0147e-07, -3.0413e-06, -1.1575e-03,  1.5512e-01,    ,            ,            ,            ,            
SC, KFLO,  10, 0.994,   0, -2.1028e-07, -5.3790e-06, -1.2095e-03,  1.7163e-01,    ,            ,            ,            ,            
SC, KFLO,  25, 0.994,   0, -1.3063e-07, -7.4364e-06, -1.2723e-03,  1.9333e-01,    ,            ,            ,            ,            
SC, KFLO,  50, 0.994,   0, -9.0442e-08, -8.4098e-06, -1.3185e-03,  2.0969e-01,    ,            ,            ,            ,            
SC, KFLO, 100, 0.994,   0, -6.1530e-08, -9.0324e-06, -1.3643e-03,  2.2603e-01,    ,            ,            ,            ,            
SC, KFLO, 500, 0.994,   0, -1.9817e-08, -9.7488e-06, -1.4673e-03,  2.6388e-01,    ,            ,            ,            ,            
SC, KGMU,   1, 0.962,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0036e-01,   7,  0.0000e+00, -6.5140e-05,  9.2854e-04,  9.7054e-02
SC, KGMU,   5, 0.967,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3325e-01,   7,  0.0000e+00, -4.8237e-05,  6.7211e-04,  1.3091e-01
SC, KGMU,  10, 0.968,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4748e-01,   7,  0.0000e+00, -4.3910e-05,  6.3959e-04,  1.4515e-01
SC, KGMU,  25, 0.967,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6630e-01,   8,  0.0000e+00, -3.9346e-05,  6.3734e-04,  1.6372e-01
SC, KGMU,  50, 0.967,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8064e-01,   9,  0.0000e+00, -3.7454e-05,  6.8414e-04,  1.7751e-01
SC, KGMU, 100, 0.968,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9512e-01,  10,  0.0000e+00, -3.6372e-05,  7.4892e-04,  1.9126e-01
SC, KGMU, 500, 0.967,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.2907e-01,  12,  0.0000e+00, -3.2453e-05,  7.8307e-04,  2.2435e-01
SC, KGSP,   1, 0.987,   0, -7.8774e-07, -2.5084e-05, -8.7802e-04,  1.1927e-01,    ,            ,            ,            ,            
SC, KGSP,   5, 0.993,   0, -9.5428e-07,  1.9488e-05, -1.9529e-03,  1.6153e-01,    ,            ,            ,            ,            
SC, KGSP,  10, 0.993,   0, -9.1068e-07,  2.7136e-05, -2.2077e-03,  1.7910e-01,    ,            ,            ,            ,            
SC, KGSP,  25, 0.994,   0, -8.4790e-07,  3.4016e-05, -2.4644e-03,  2.0201e-01,    ,            ,            ,            ,            
SC, KGSP,  50, 0.994,   0, -8.0502e-07,  3.7964e-05, -2.6214e-03,  2.1918e-01,    ,            ,            ,            ,            
SC, KGSP, 100, 0.994,   0, -7.6783e-07,  4.1336e-05, -2.7580e-03,  2.3625e-01,    ,            ,            ,            ,            
SC, KGSP, 500, 0.994,   0, -7.0235e-07,  4.8136e-05, -3.0291e-03,  2.7565e-01,    ,            ,            ,            ,            
TN, KBNA,   1, 0.984,   0, -1.2294e-06,  3.0312e-05, -1.9062e-03,  1.2594e-01,    ,            ,            ,            ,            
TN, KBNA,   5, 0.989,   0, -1.1697e-06,  6.7102e-05, -3.3206e-03,  1.7118e-01,    ,            ,            ,            ,            
TN, KBNA,  10, 0.990,   0, -1.0719e-06,  7.1418e-05, -3.6646e-03,  1.8971e-01,    ,            ,            ,            ,            
TN, KBNA,  25, 0.992,   0, -9.4804e-07,  7.3683e-05, -4.0101e-03,  2.1373e-01,    ,            ,            ,            ,            
TN, KBNA,  50, 0.993,   0, -8.6484e-07,  7.4103e-05, -4.2208e-03,  2.3165e-01,    ,            ,            ,            ,            
TN, KBNA, 100, 0.993,   0, -7.9129e-07,  7.3952e-05, -4.4036e-03,  2.4942e-01,    ,            ,            ,            ,            
TN, KBNA, 500, 0.994,   0, -6.5253e-07,  7.2553e-05, -4.7604e-03,  2.9026e-01,    ,            ,            ,            ,            
TN, KCHA,   1, 0.990,   0, -1.7118e-07, -3.3401e-05, -1.0472e-03,  1.1844e-01,    ,            ,            ,            ,            
TN, KCHA,   5, 0.993,   0, -3.1255e-07,  5.8793e-06, -2.3601e-03,  1.6095e-01,    ,            ,            ,            ,            
TN, KCHA,  10, 0.994,   0, -2.6252e-07,  9.8886e-06, -2.6635e-03,  1.7845e-01,    ,            ,            ,            ,            
TN, KCHA,  25, 0.995,   0, -2.0182e-07,  1.2480e-05, -2.9808e-03,  2.0126e-01,    ,            ,            ,            ,            
TN, KCHA,  50, 0.996,   0, -1.6717e-07,  1.3758e-05, -3.1896e-03,  2.1837e-01,    ,            ,            ,            ,            
TN, KCHA, 100, 0.996,   0, -1.4147e-07,  1.4868e-05, -3.3842e-03,  2.3539e-01,    ,            ,            ,            ,            
TN, KCHA, 500, 0.996,   0, -1.0574e-07,  1.7326e-05, -3.8066e-03,  2.7475e-01,    ,            ,            ,            ,            
TN, KCSV,   1, 0.988,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0401e-01,   5,  2.0489e-07, -7.4970e-05,  7.4195e-04,  1.0215e-01
TN, KCSV,   5, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3744e-01,   3,  1.8617e-07, -5.8211e-05,  3.4760e-04,  1.3691e-01
TN, KCSV,  10, 0.994,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5190e-01,   2,  1.8568e-07, -5.4426e-05,  2.5808e-04,  1.5159e-01
TN, KCSV,  25, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7100e-01,   2,  1.8253e-07, -5.0655e-05,  1.7472e-04,  1.7085e-01
TN, KCSV,  50, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8543e-01,   1,  1.7885e-07, -4.8421e-05,  1.2998e-04,  1.8534e-01
TN, KCSV, 100, 0.995,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9984e-01,   1,  1.7462e-07, -4.6571e-05,  9.6757e-05,  1.9979e-01
TN, KCSV, 500, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.3320e-01,   1,  1.6423e-07, -4.3319e-05,  5.1016e-05,  2.3319e-01
TN, KMEM,   1, 0.988,   0, -4.6400e-07, -2.2290e-05, -9.2618e-04,  1.3321e-01,    ,            ,            ,            ,            
TN, KMEM,   5, 0.989,   0, -6.7548e-07,  2.6586e-05, -2.4873e-03,  1.8253e-01,    ,            ,            ,            ,            
TN, KMEM,  10, 0.990,   0, -6.4698e-07,  3.4334e-05, -2.8798e-03,  2.0283e-01,    ,            ,            ,            ,            
TN, KMEM,  25, 0.991,   0, -5.8981e-07,  3.9968e-05, -3.2744e-03,  2.2913e-01,    ,            ,            ,            ,            
TN, KMEM,  50, 0.992,   0, -5.4431e-07,  4.2299e-05, -3.5132e-03,  2.4875e-01,    ,            ,            ,            ,            
TN, KMEM, 100, 0.993,   0, -5.0383e-07,  4.3957e-05, -3.7242e-03,  2.6823e-01,    ,            ,            ,            ,            
TN, KMEM, 500, 0.993,   0, -4.2049e-07,  4.5601e-05, -4.1286e-03,  3.1299e-01,    ,            ,            ,            ,            
TN, KTRI,   1, 0.981,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.0242e-02,   2,  5.0918e-07, -7.6691e-05,  2.7130e-04,  8.9999e-02
TN, KTRI,   5, 0.990,   0, -3.0812e-07, -9.7244e-08, -1.4122e-03,  1.2471e-01,    ,            ,            ,            ,            
TN, KTRI,  10, 0.992,   0, -3.3925e-07,  9.4242e-06, -1.7445e-03,  1.3865e-01,    ,            ,            ,            ,            
TN, KTRI,  25, 0.994,   0, -3.2459e-07,  1.5558e-05, -2.0408e-03,  1.5659e-01,    ,            ,            ,            ,            
TN, KTRI,  50, 0.994,   0, -3.0166e-07,  1.7954e-05, -2.2069e-03,  1.6993e-01,    ,            ,            ,            ,            
TN, KTRI, 100, 0.995,   0, -2.7746e-07,  1.9406e-05, -2.3442e-03,  1.8315e-01,    ,            ,            ,            ,            
TN, KTRI, 500, 0.996,   0, -2.2766e-07,  2.1064e-05, -2.6012e-03,  2.1353e-01,    ,            ,            ,            ,            
TN, KTYS,   1, 0.987,   0, -3.8834e-07, -2.1971e-05, -3.2885e-04,  1.0446e-01,    ,            ,            ,            ,            
TN, KTYS,   5, 0.990,   0, -4.2536e-07,  7.7702e-06, -1.3454e-03,  1.4230e-01,    ,            ,            ,            ,            
TN, KTYS,  10, 0.991,   0, -3.6647e-07,  1.0006e-05, -1.5334e-03,  1.5771e-01,    ,            ,            ,            ,            
TN, KTYS,  25, 0.993,   0, -2.9677e-07,  1.0806e-05, -1.7022e-03,  1.7770e-01,    ,            ,            ,            ,            
TN, KTYS,  50, 0.994,   0, -2.5392e-07,  1.0804e-05, -1.7982e-03,  1.9265e-01,    ,            ,            ,            ,            
TN, KTYS, 100, 0.994,   0, -2.1867e-07,  1.0606e-05, -1.8782e-03,  2.0750e-01,    ,            ,            ,            ,            
TN, KTYS, 500, 0.995,   0, -1.6051e-07,  1.0142e-05, -2.0350e-03,  2.4177e-01,    ,            ,            ,            ,            
TX, KABI,   1, 0.992,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.4709e-02,   5,  5.6709e-07, -8.1880e-05,  7.1577e-04,  9.3094e-02
TX, KABI,   5, 0.986,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2927e-01,   3,  5.4022e-07, -7.2011e-05,  3.6584e-04,  1.2880e-01
TX, KABI,  10, 0.984,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4447e-01,   1,  4.8268e-07, -6.5583e-05,  1.6766e-04,  1.4436e-01
TX, KABI,  25, 0.983,   0,  4.0829e-07, -5.7463e-05, -9.3374e-05,  1.6496e-01,    ,            ,            ,            ,            
TX, KABI,  50, 0.982,   0,  3.5865e-07, -5.1941e-05, -2.8168e-04,  1.8053e-01,    ,            ,            ,            ,            
TX, KABI, 100, 0.981,   0,  3.1548e-07, -4.7000e-05, -4.5988e-04,  1.9608e-01,    ,            ,            ,            ,            
TX, KABI, 500, 0.980,   0,  2.3698e-07, -3.7506e-05, -8.3584e-04,  2.3207e-01,    ,            ,            ,            ,            
TX, KACT,   1, 0.992,   0, -2.3984e-07, -3.3097e-05, -2.3483e-04,  1.0634e-01,    ,            ,            ,            ,            
TX, KACT,   5, 0.994,   0, -2.3839e-07, -9.8206e-06, -1.0576e-03,  1.4687e-01,    ,            ,            ,            ,            
TX, KACT,  10, 0.995,   0, -2.1421e-07, -5.5000e-06, -1.2745e-03,  1.6380e-01,    ,            ,            ,            ,            
TX, KACT,  25, 0.996,   0, -1.8455e-07, -1.7177e-06, -1.5017e-03,  1.8591e-01,    ,            ,            ,            ,            
TX, KACT,  50, 0.996,   0, -1.6516e-07,  2.7593e-07, -1.6439e-03,  2.0250e-01,    ,            ,            ,            ,            
TX, KACT, 100, 0.996,   0, -1.4831e-07,  1.7902e-06, -1.7681e-03,  2.1899e-01,    ,            ,            ,            ,            
TX, KACT, 500, 0.997,   0, -1.1712e-07,  4.1406e-06, -2.0102e-03,  2.5704e-01,    ,            ,            ,            ,            
TX, KAFW,   1, 0.995,   0, -1.2007e-06,  3.5952e-05, -1.1166e-03,  1.0309e-01,    ,            ,            ,            ,            
TX, KAFW,   5, 0.997,   0, -7.3700e-07,  2.9594e-05, -1.3366e-03,  1.3936e-01,    ,            ,            ,            ,            
TX, KAFW,  10, 0.997,   0, -6.2465e-07,  2.7916e-05, -1.3972e-03,  1.5468e-01,    ,            ,            ,            ,            
TX, KAFW,  25, 0.997,   0, -5.1641e-07,  2.6270e-05, -1.4609e-03,  1.7478e-01,    ,            ,            ,            ,            
TX, KAFW,  50, 0.997,   0, -4.5508e-07,  2.5351e-05, -1.5009e-03,  1.8990e-01,    ,            ,            ,            ,            
TX, KAFW, 100, 0.997,   0, -4.0387e-07,  2.4403e-05, -1.5308e-03,  2.0496e-01,    ,            ,            ,            ,            
TX, KAFW, 500, 0.997,   0, -3.0815e-07,  2.1639e-05, -1.5613e-03,  2.3967e-01,    ,            ,            ,            ,            
TX, KAMA,   1, 0.992,   0, -3.4607e-07, -1.5062e-05, -3.7255e-05,  8.0148e-02,    ,            ,            ,            ,            
TX, KAMA,   5, 0.991,   0, -2.0066e-07, -1.1619e-05, -2.2013e-04,  1.0977e-01,    ,            ,            ,            ,            
TX, KAMA,  10, 0.990,   0, -1.4268e-07, -1.2591e-05, -2.3014e-04,  1.2218e-01,    ,            ,            ,            ,            
TX, KAMA,  25, 0.989,   0, -7.3379e-08, -1.5170e-05, -1.9792e-04,  1.3834e-01,    ,            ,            ,            ,            
TX, KAMA,  50, 0.988,   0, -2.8816e-08, -1.7550e-05, -1.5241e-04,  1.5044e-01,    ,            ,            ,            ,            
TX, KAMA, 100, 0.988,   0,  9.4353e-09, -2.0091e-05, -9.5269e-05,  1.6246e-01,    ,            ,            ,            ,            
TX, KAMA, 500, 0.987,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9026e-01,   1,  7.5174e-08, -2.5738e-05,  5.3215e-05,  1.9023e-01
TX, KATT,   1, 0.991,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9429e-16, 104,  1.0680e-06, -1.3630e-04,  6.5402e-04,  1.0370e-01
TX, KATT,   5, 0.990,   0,  3.6815e-07, -7.0380e-05, -6.8054e-04,  1.4382e-01,    ,            ,            ,            ,            
TX, KATT,  10, 0.990,   0,  2.3770e-07, -5.4306e-05, -1.0879e-03,  1.6073e-01,    ,            ,            ,            ,            
TX, KATT,  25, 0.991,   0,  1.3462e-07, -3.9200e-05, -1.5267e-03,  1.8283e-01,    ,            ,            ,            ,            
TX, KATT,  50, 0.991,   0,  8.7644e-08, -3.0878e-05, -1.8044e-03,  1.9939e-01,    ,            ,            ,            ,            
TX, KATT, 100, 0.992,   0,  5.6379e-08, -2.4360e-05, -2.0483e-03,  2.1585e-01,    ,            ,            ,            ,            
TX, KATT, 500, 0.992,   0,  1.5868e-08, -1.3626e-05, -2.5254e-03,  2.5378e-01,    ,            ,            ,            ,            
TX, KAUS,   1, 0.991,   0, -4.8720e-07, -2.7429e-05, -2.8038e-04,  1.0521e-01,    ,            ,            ,            ,            
TX, KAUS,   5, 0.992,   0, -3.2843e-07, -1.4666e-05, -7.2444e-04,  1.4311e-01,    ,            ,            ,            ,            
